token_a,token_b,link_name,n_snapshots,n_significant,pct_significant,median_observed,median_null_p95
0x0bc529c00c6401aef6d220be8c6ea1667f6ad93e,0x7fc66500c84a76ad7e9c93437bfc5ac33e2ddae9,YFI-AAVE,18,18,1.0,0.24987169355154037,0.17261850088834763
0x0bc529c00c6401aef6d220be8c6ea1667f6ad93e,0xba100000625a3754423978a60c9317c58a424e3d,YFI-BAL,18,17,0.9444444444444444,0.21943393349647522,0.11534985527396202
0x0bc529c00c6401aef6d220be8c6ea1667f6ad93e,0x6b3595068778dd592e39a122f4f5a5cf09c90fe2,YFI-SUSHI,18,12,0.6666666666666666,0.2317194789648056,0.19037803262472153
0x4e3fbd56cd56c3e72c1403e103b45db9da5b9d2b,0xd533a949740bb3306d119cc777fa900ba034cd52,CVX-CRV,13,9,0.6923076923076923,0.23707683384418488,0.21051748096942902
0x6b3595068778dd592e39a122f4f5a5cf09c90fe2,0xba100000625a3754423978a60c9317c58a424e3d,SUSHI-BAL,18,9,0.5,0.199232779443264,0.18651457130908966
