Category,Address,Name,Tag,Source
Project,0xFFC97d72E13E01096502Cb8Eb52dEe56f74DAD7B,Aave,aAAVE,https://aave.github.io/aave-addresses/mainnet.json
Project,0x05Ec93c0365baAeAbF7AefFb0972ea7ECdD39CF1,Aave,aBAT,https://aave.github.io/aave-addresses/mainnet.json
Project,0xA361718326c15715591c299427c62086F69923D9,Aave,aBUSD,https://aave.github.io/aave-addresses/mainnet.json
Project,0x028171bCA77440897B824Ca71D1c56caC55b68A3,Aave,aDAI,https://aave.github.io/aave-addresses/mainnet.json
Project,0xaC6Df26a590F08dcC95D5a4705ae8abbc88509Ef,Aave,aENJ,https://aave.github.io/aave-addresses/mainnet.json
Project,0x39C6b3e42d6A679d7D776778Fe880BC9487C2EDA,Aave,aKNC,https://aave.github.io/aave-addresses/mainnet.json
Project,0xa06bC25B5805d5F8d82847D191Cb4Af5A3e873E0,Aave,aLINK,https://aave.github.io/aave-addresses/mainnet.json
Project,0xa685a61171bb30d4072B338c80Cb7b2c865c873E,Aave,aMANA,https://aave.github.io/aave-addresses/mainnet.json
Project,0xc713e5E149D5D0715DcD1c156a020976e7E56B88,Aave,aMKR,https://aave.github.io/aave-addresses/mainnet.json
Project,0xCC12AbE4ff81c9378D670De1b57F8e0Dd228D77a,Aave,aREN,https://aave.github.io/aave-addresses/mainnet.json
Project,0x35f6B052C598d933D69A4EEC4D04c73A191fE6c2,Aave,aSNX,https://aave.github.io/aave-addresses/mainnet.json
Project,0x6C5024Cd4F8A59110119C56f8933403A539555EB,Aave,aSUSD,https://aave.github.io/aave-addresses/mainnet.json
Project,0x101cc05f4A51C0319f570d5E146a8C625198e636,Aave,aTUSD,https://aave.github.io/aave-addresses/mainnet.json
Project,0xBcca60bB61934080951369a648Fb03DF4F96263C,Aave,aUSDC,https://aave.github.io/aave-addresses/mainnet.json
Project,0x8dAE6Cb04688C62d939ed9B68d32Bc62e49970b1,Aave,aCRV,https://aave.github.io/aave-addresses/mainnet.json
Project,0xD37EE7e4f452C6638c96536e68090De8cBcdb583,Aave,aGUSD,https://aave.github.io/aave-addresses/mainnet.json
Project,0x272F97b7a56a387aE942350bBC7Df5700f8a4576,Aave,aBAL,https://aave.github.io/aave-addresses/mainnet.json
Project,0xF256CC7847E919FAc9B808cC216cAc87CCF2f47a,Aave,aXSUSHI,https://aave.github.io/aave-addresses/mainnet.json
Project,0x514cd6756CCBe28772d4Cb81bC3156BA9d1744aa,Aave,aRENFIL,https://aave.github.io/aave-addresses/mainnet.json
Project,0xc9BC48c72154ef3e5425641a3c747242112a46AF,Aave,aRAI,https://aave.github.io/aave-addresses/mainnet.json
Project,0x1E6bb68Acec8fefBD87D192bE09bb274170a0548,Aave,aAMPL,https://aave.github.io/aave-addresses/mainnet.json
Project,0x2e8F4bdbE3d47d7d7DE490437AeA9915D930F1A3,Aave,aUSDP,https://aave.github.io/aave-addresses/mainnet.json
Project,0x6F634c6135D2EBD550000ac92F494F9CB8183dAe,Aave,aDPI,https://aave.github.io/aave-addresses/mainnet.json
Project,0xd4937682df3C8aEF4FE912A96A74121C0829E664,Aave,aFRAX,https://aave.github.io/aave-addresses/mainnet.json
Project,0x683923dB55Fead99A79Fa01A27EeC3cB19679cC3,Aave,aFEI,https://aave.github.io/aave-addresses/mainnet.json
Project,0xe91D55AB2240594855aBd11b3faAE801Fd4c4687,Aave,stableDebtTokenAddress USDT,https://aave.github.io/aave-addresses/mainnet.json
